fullName,description,url,stars,size,language,pushedAt,forks,openIssues
dschadow/JavaSecurity,Java web and command line applications demonstrating various security topics,https://github.com/dschadow/JavaSecurity,238,2893,Java,Mon Jun 29 10:51:08 CST 2026,72,1
ReLive27/spring-security-oauth2-sample,This module is based on Spring Authorization Server and contains information on using Spring Security OAuth2,https://github.com/ReLive27/spring-security-oauth2-sample,236,1670,Java,Sun Mar 08 08:19:14 CST 2026,84,1
apache/casbin-spring-boot-starter,Spring Boot 2.x & 3.x Starter for Casbin; see example at: https://github.com/jcasbin/casbin-spring-boot-example,https://github.com/apache/casbin-spring-boot-starter,234,631,Java,Fri May 15 13:21:00 CST 2026,69,1
raeperd/realworld-springboot-java,Spring boot java implementation of realworld example.app,https://github.com/raeperd/realworld-springboot-java,232,1489,Java,Mon Jun 29 20:24:03 CST 2026,94,4
jeecgboot/MiniDao,一个比 MyBatis 更轻量的 Java 持久化框架，无缝集成springboot项目,https://github.com/jeecgboot/MiniDao,229,23400,Java,Thu Jun 11 01:30:32 CST 2026,175,6
SkillPanel/friendly-id,Java Friendly Id for UUID,https://github.com/SkillPanel/friendly-id,222,461,Java,Tue Mar 10 04:35:17 CST 2026,15,5
lmxdawn/vue-admin-java,spring boot + mybatis + vue + element-ui 实现后台管理API接口 https://lmxdawn.github.io/vue-admin-java,https://github.com/lmxdawn/vue-admin-java,219,181,Java,Fri Jul 11 20:06:31 CST 2025,102,2
hantsy/spring-r2dbc-sample,Code samples for demonstrating R2dbc; Spring R2dbc; and Spring Data R2dbc.,https://github.com/hantsy/spring-r2dbc-sample,219,2318,Java,Tue Mar 03 01:12:16 CST 2026,47,1
wb04307201/sql-forge,SQL Forge — a Spring Boot database framework providing JSON CRUD API; type-safe entity operations; SQL template engine; Apache Calcite cross-database federated queries; and Amis low-code visual management. Ready to use; import on demand.,https://github.com/wb04307201/sql-forge,219,107096,Java,Fri Jun 19 22:43:31 CST 2026,2,0
camunda-community-hub/spring-zeebe,DEPRECATED. Easily use the Zeebe Java Client in your Spring or Spring Boot projects,https://github.com/camunda-community-hub/spring-zeebe,215,3703,Java,Tue Jun 30 08:38:58 CST 2026,123,12
zhouhailin/freeswitch-externals,FreeSWITCH externals projects,https://github.com/zhouhailin/freeswitch-externals,214,382,Java,Fri Nov 21 04:17:38 CST 2025,113,9
however-yir/knowledgeops-agent,Enterprise-ready Spring AI platform for RAG; tool calling; async ingestion; JWT/RBAC security; and observability.,https://github.com/however-yir/knowledgeops-agent,212,2710,Java,Mon Jun 29 10:35:10 CST 2026,15,31
sivaprasadreddy/spring-boot-microservices-course,YouTube Spring Boot Microservices Course Application,https://github.com/sivaprasadreddy/spring-boot-microservices-course,208,3378,Java,Wed Jan 14 03:04:10 CST 2026,97,11
itning/yunshu-nas,自建NAS系统，实现本地视频音频点播，文件存储等功能。自动视频转码，在线观看下载视频！,https://github.com/itning/yunshu-nas,208,34279,Java,Tue Jun 30 07:37:50 CST 2026,61,26
El-12stu/RelaMind,基于 AI 的个人成长轨迹分析系统，通过记录生活、回顾历史、分析模式帮助用户更好地理解自己，实现持续成长。包含智能路由、RAG 检索、自主任务智能体等功能。,https://github.com/El-12stu/RelaMind,207,29682,Java,Sun Dec 14 05:11:21 CST 2025,27,0
ivangfr/springboot-react-social-login,The goal of this project is to implement an application called movie-app to manage movies. For it; we will implement a back-end Spring Boot application called movie-api and a front-end React application called movie-ui. Additionally; we will use OAuth2 (Social Login) to secure both applications.,https://github.com/ivangfr/springboot-react-social-login,206,22134,Java,Wed Jun 24 02:44:56 CST 2026,51,1
lets-mica/mica-auto,mica-auto 使用注解自动生成 java spi 和 Spring boot 的配置。🔝🔝 记得右上角点个star 关注更新！,https://github.com/lets-mica/mica-auto,204,592,Java,Tue Jun 30 00:27:15 CST 2026,47,1
vaadin/flow-crm-tutorial,Demo app for the Java Web App tutorial series,https://github.com/vaadin/flow-crm-tutorial,203,30967,Java,Fri Jun 26 07:54:59 CST 2026,194,6
RawSanj/spring-redis-websocket,Multi-instance Reactive WebSocket messaging Chat App demo using Spring Boot 3.x; Java 21 and Redis Pub/Sub,https://github.com/RawSanj/spring-redis-websocket,200,301,Java,Sun Dec 07 07:36:46 CST 2025,79,2
fosslight/fosslight,FOSSLight Hub : Integrated management web-service for Open Source Compliance Process,https://github.com/fosslight/fosslight,198,57382,Java,Mon Jun 29 23:46:44 CST 2026,120,36
Grootzz/seckill,Spring Boot+MySQL+Redis+RabbitMQ的高性能高并发商品秒杀系统设计与优化,https://github.com/Grootzz/seckill,198,8492,Java,Fri Jul 11 19:51:57 CST 2025,68,4
seart-group/ghs,GitHub Search: Platform used to crawl; store and present projects from GitHub; as well as any statistics related to them,https://github.com/seart-group/ghs,194,43417,Java,Sun Mar 15 18:07:21 CST 2026,23,28
g00glen00b/spring-samples,A series of examples used to demonstrate certain features of Spring.,https://github.com/g00glen00b/spring-samples,191,4207,Java,Sun Jun 21 06:51:38 CST 2026,232,0
apache/camel-spring-boot,Runs Camel on Spring Boot and provides starters for Camel components,https://github.com/apache/camel-spring-boot,188,477438,Java,Tue Jun 30 06:52:43 CST 2026,200,2
devondragon/SpringUserFramework,Easy User Management Framework/Starter App for Spring. Providing registration; login; logout; and more built on top of Spring Security.,https://github.com/devondragon/SpringUserFramework,188,2521,Java,Mon Jun 29 06:50:37 CST 2026,44,1
singgel/SpringBoot-Templates,springboot和dubbo、netty的集成，spring-ai-*的集成，redis mongodb的nosql模板， kafka rocketmq rabbit的MQ模板， solr solrcloud elasticsearch查询引擎,https://github.com/singgel/SpringBoot-Templates,187,3120,Java,Tue Apr 07 04:41:29 CST 2026,107,25
rodrigorodrigues/microservices-design-patterns,Microservice Architecture using multiple languages,https://github.com/rodrigorodrigues/microservices-design-patterns,186,23922,Java,Wed Apr 22 11:13:10 CST 2026,68,20
ivangfr/springboot-react-jwt-token,The goal of this project is to implement an application called order-app to manage orders. For it; we will implement a back-end Spring Boot application called order-api and a front-end React application called order-ui. Besides; we will use JWT Authentication to secure both applications.,https://github.com/ivangfr/springboot-react-jwt-token,186,8777,Java,Wed Jun 24 02:44:51 CST 2026,61,0
vaadin/spring,Spring integration for Vaadin,https://github.com/vaadin/spring,185,6405,Java,Mon Jan 19 13:25:36 CST 2026,98,99
michael-simons/biking2,This was the source code of biking.michael-simons.eu until end of 2023.,https://github.com/michael-simons/biking2,183,3803,Java,Fri Oct 24 13:15:39 CST 2025,64,0
Atsumeru-xyz/Atsumeru,Free self-hosted mangas/comics/light novels media server,https://github.com/Atsumeru-xyz/Atsumeru,182,1937,Java,Thu Jun 11 04:46:58 CST 2026,12,6
sivaprasadreddy/spring-modular-monolith,A modular monolith application built with Spring Modulith,https://github.com/sivaprasadreddy/spring-modular-monolith,179,1007,Java,Mon Jun 29 17:37:42 CST 2026,42,3
miracleren/colorOne,基于SpringBoot，Spring Security，Vue & naiveUi 实现的前后端分离权限管理简易系统,https://github.com/miracleren/colorOne,179,33811,Java,Wed Jun 24 02:46:42 CST 2026,2,0
lvyahui8/spring-boot-data-aggregator,基于注解实现并行地依赖注入（数据聚合），可以看做 Spring Async 注解的升级版,https://github.com/lvyahui8/spring-boot-data-aggregator,178,623,Java,Fri Jul 11 20:05:24 CST 2025,60,7
ericus20/spring-boot-starter,A highly opinionated and complete template for Spring Boot projects ready for production,https://github.com/ericus20/spring-boot-starter,178,46291,Java,Sun Nov 09 12:02:47 CST 2025,51,0
arsy786/springboot-best-practices,This repo serves as a guide for Spring Boot best practices!,https://github.com/arsy786/springboot-best-practices,176,630,Java,Sun Aug 03 09:15:56 CST 2025,17,0
inlym/life-helper-server,🎉「小鸣助手」项目服务端源码，使用 Spring Boot 框架,https://github.com/inlym/life-helper-server,175,1908,Java,Tue Sep 02 02:49:29 CST 2025,19,0
arconia-io/arconia,Arconia is a framework that acts as an add-on for Spring Boot; designed to enhance modern enterprise applications built with Java. You can add Arconia to an existing Spring Boot application to boost developer experience; reduce boilerplate; and seamlessly adopt cloud native patterns.,https://github.com/arconia-io/arconia,173,3983,Java,Tue Jun 30 10:32:39 CST 2026,19,24
woowacourse-teams/2021-zzimkkong,✅  공간을 한 눈에; 예약은 한 번에!,https://github.com/woowacourse-teams/2021-zzimkkong,171,4131,Java,Tue Mar 17 05:27:43 CST 2026,18,71
ntygod/ZhiWei,本地优先的个人 AI Agent 助手，支持记忆、自主任务、工具授权和工作流。（最近工作，更新缓慢）,https://github.com/ntygod/ZhiWei,171,22902,Java,Fri Jun 12 10:31:49 CST 2026,4,0
ivangfr/springboot-keycloak-openldap,The goal of this project is to create a simple Spring Boot REST API; called simple-service; and secure it with Keycloak. Furthermore; the API users will be loaded into Keycloak from OpenLDAP server.,https://github.com/ivangfr/springboot-keycloak-openldap,171,4017,Java,Wed Jun 24 02:44:39 CST 2026,70,0
jdubois/boot-ui,The missing developer UI for Spring Boot!,https://github.com/jdubois/boot-ui,170,147725,Java,Tue Jun 30 11:01:03 CST 2026,18,5
pig-mesh/idempotent-spring-boot-starter,spring boot idempotent starter,https://github.com/pig-mesh/idempotent-spring-boot-starter,166,587,Java,Tue Jun 24 23:41:23 CST 2025,74,0
esanchezros/quickfixj-spring-boot-starter,Spring Boot Starter for QuickFIX/J: This project is a Spring Boot Starter for QuickFIX/J messaging engine for the FIX protocol. It simplifies the configuration required to create and start an Initiator or Acceptor; and handles the lifecycle of the Connector.,https://github.com/esanchezros/quickfixj-spring-boot-starter,165,962,Java,Fri Jun 26 07:42:48 CST 2026,75,6
AlexFalappa/nb-springboot,NetBeans IDE plugin supporting programming with Spring Boot,https://github.com/AlexFalappa/nb-springboot,165,1745,Java,Mon Dec 29 02:02:56 CST 2025,48,26
BigGG-Guardian/guardian,防重提交、接口限流、接口幂等、参数自动Trim、慢接口检测、请求链路追踪、IP黑白名单、防重放攻击、接口开关 —— 一个 Starter 搞定 API 请求防护。,https://github.com/BigGG-Guardian/guardian,161,1711,Java,Wed Apr 15 18:13:18 CST 2026,40,6
Earth-OL-Player/ai_learn_project,Agent开发构建的 AI Agent学习路线资料、智能刷题、面经题库一站式Agent学习平台,https://github.com/Earth-OL-Player/ai_learn_project,160,40538,Java,Sun Jun 14 22:41:34 CST 2026,23,0
codecentric/cxf-spring-boot-starter,Enterprise & production ready SOAP webservices powered by Spring Boot & Apache CXF,https://github.com/codecentric/cxf-spring-boot-starter,159,898,Java,Wed May 20 11:12:47 CST 2026,81,26
Fadelis/grpcmock,A gRPC Java testing tool to easily mock endpoints of gRPC services for IT or Unit testing,https://github.com/Fadelis/grpcmock,158,332,Java,Wed Apr 22 23:44:50 CST 2026,14,2
attacomsian/code-examples,Example projects for my personal blog. ,https://github.com/attacomsian/code-examples,157,386,Java,Sun May 31 19:27:23 CST 2026,328,14
seregamorph/spring-test-smart-context,Improving Spring Boot test efficiency,https://github.com/seregamorph/spring-test-smart-context,157,1913,Java,Tue Jun 16 01:59:03 CST 2026,9,7
MarcGiffing/wicket-spring-boot,Spring Boot starter for Apache Wicket,https://github.com/MarcGiffing/wicket-spring-boot,156,1213,Java,Wed May 20 12:45:25 CST 2026,60,16
jaguililla/hexagonal_spring,Spring template for a REST service designed with Hexagonal architecture,https://github.com/jaguililla/hexagonal_spring,154,230,Java,Fri Mar 20 01:30:44 CST 2026,21,9
kakawait/cas-security-spring-boot-starter,Spring boot starter for Apereo CAS client fully integrated with Spring security,https://github.com/kakawait/cas-security-spring-boot-starter,154,474,Java,Mon Jan 26 15:41:38 CST 2026,45,22
jerryxiaosa/ems4j,EMS4J是一款基于Spring Boot多模块架构的能源管理系统，支持预付费和能耗分析两种模式。系统具有远程设备的控制能力，支持按需、合并、包月等多种计费方式。支持微信支付与线下支付。提供尖峰平谷计量、阶梯电价、账户管理与财务核算等完整功能，兼容多协议设备接入。代码结构清晰，易于二次开发与功能扩展。,https://github.com/jerryxiaosa/ems4j,147,8940,Java,Thu May 21 21:01:12 CST 2026,11,0
michelin/kstreamplify,Swiftly build and enhance your Kafka Streams applications.,https://github.com/michelin/kstreamplify,146,4266,Java,Mon Jun 29 11:51:43 CST 2026,28,9
doudoutangs/4.person_system,github不会经常在线，可加QQ:553039957;详谈。本系统为人事管理系统，系统分为七大模块：绩效考核，招聘管理，档案管理，工资管理，考勤管理，培训管理，系统管理。主要技术：SpringBoot2+MyBatis+MySQL5.7+（jQuery，Bootstrap，Ztree;Vue2）,https://github.com/doudoutangs/4.person_system,145,1501,Java,Wed Dec 17 19:08:54 CST 2025,31,0
wesleyosantos91/poc-multi-module-arch-hexagonal-springboot,,https://github.com/wesleyosantos91/poc-multi-module-arch-hexagonal-springboot,144,409,Java,Mon Oct 27 12:21:35 CST 2025,22,5
wb04307201/spring-ai-loom-agent,A Spring Boot auto-configuration library that injects RAG knowledge base; MCP tool calling; and Skill library into Spring AI applications with an out-of-the-box chat UI.,https://github.com/wb04307201/spring-ai-loom-agent,144,51795,Java,Wed Jun 24 16:19:11 CST 2026,2,0
cuongnh28/spring-microservices-blueprint,Java Spring Boot microservices stack (PostgreSQL; Kafka; Elasticsearch; Kibana; Fluentd; JWT Auth; Swagger) — easily build & run all services in two commands.,https://github.com/cuongnh28/spring-microservices-blueprint,142,240,Java,Fri Oct 17 03:57:27 CST 2025,60,0
AndriyKalashnykov/spring-microservices-k8s,Spring Boot 4 microservices on Kind — gateway; MongoDB; Jaeger; Spring Cloud Kubernetes cross-namespace discovery; one make kind-up,https://github.com/AndriyKalashnykov/spring-microservices-k8s,142,6834,Java,Mon Jun 29 17:29:32 CST 2026,79,1
piomin/sample-spring-modulith,The demo repository showing modulith architecture with Spring Boot and Spring Modulith  ,https://github.com/piomin/sample-spring-modulith,141,123,Java,Wed Jun 17 23:06:12 CST 2026,31,1
ayushman1024/TASK-Management-System,Spring Boot and Angular 7 web application for task management .,https://github.com/ayushman1024/TASK-Management-System,141,83126,Java,Sun Nov 23 00:48:56 CST 2025,61,34
pac4j/spring-webmvc-pac4j,Security library for Spring Web MVC: OpenID Connect; SAML2; CAS; OAuth; LDAP; JWT...,https://github.com/pac4j/spring-webmvc-pac4j,139,540,Java,Fri Jun 26 19:38:23 CST 2026,26,0
heowc/SpringBootSample,spring boot sample source ,https://github.com/heowc/SpringBootSample,137,2065,Java,Sun Dec 14 19:00:45 CST 2025,99,9
PragmaTech-GmbH/spring-test-profiler,Speed Up Your Spring Boot Test Suite ⏱️,https://github.com/PragmaTech-GmbH/spring-test-profiler,137,30307,Java,Mon Jun 08 07:35:51 CST 2026,23,11
meysamhadeli/booking-microservices-java-spring-boot,A practical distributed system; built with Java Spring Boot; Vertical Slice Architecture; Event Driven Architecture; CQRS; DDD; gRpc; MongoDB and RabbitMq.,https://github.com/meysamhadeli/booking-microservices-java-spring-boot,136,4727,Java,Thu Oct 09 07:41:56 CST 2025,39,1
javelit/javelit,The simplest way to build data apps and webapps in Java. Inspired by Streamlit.,https://github.com/javelit/javelit,135,7087,Java,Sat Jun 06 00:24:20 CST 2026,10,8
wb04307201/dynamo-spring,A Java toolkit for dynamically loading and managing Java classes — dynamic compilation; AOP proxies; and Spring Bean management. Session-scoped ClassLoader; ByteBuddy proxies; subclassed Spring MVC; and auto-configuration.,https://github.com/wb04307201/dynamo-spring,135,3362,Java,Thu Jun 25 08:17:53 CST 2026,4,0
darbyluv2code/spring-boot-4-spring-7-hibernate-for-beginners,Source code for the course: Spring Boot 4; Spring 7 and Hibernate for Beginners,https://github.com/darbyluv2code/spring-boot-4-spring-7-hibernate-for-beginners,134,1196,Java,Sun Apr 19 11:34:42 CST 2026,107,1
ionutbalosin/ecommerce-app,eCommerce application is a platform where customers can find products; shop around using a cart; check out the products and initiate payments. It is used for the didactic purpose only; as a support project for my training.,https://github.com/ionutbalosin/ecommerce-app,134,2185,Java,Mon Dec 29 04:33:15 CST 2025,42,1
kilmajster/ngrok-spring-boot-starter,🚀 Spring Boot tunneling with Ngrok made easy! No matter if you are using Windows; Mac OS X; Linux or even Docker - ngrok binary will be chosen automatically 🤖 so you don't need to care about environment changing etc. auto-configuration magic 🧙‍♂️,https://github.com/kilmajster/ngrok-spring-boot-starter,134,10124,Java,Sat Jun 20 03:49:19 CST 2026,18,5
wimdeblauwe/ttcli,CLI to create a Spring Boot with Thymeleaf project,https://github.com/wimdeblauwe/ttcli,132,616,Java,Sun Jun 28 21:12:24 CST 2026,12,7
eazybytes/spring-ai,From Java Dev to AI Engineer: Spring AI Fast Track,https://github.com/eazybytes/spring-ai,132,852,Java,Mon Jun 29 08:58:20 CST 2026,163,2
nju-softeng/dingtalk-app-server,🥝 基于钉钉的实验室绩效管理系统 (Spring Boot),https://github.com/nju-softeng/dingtalk-app-server,132,4304,Java,Fri Jul 11 19:44:38 CST 2025,37,11
otto-de/edison-microservice,Collection of independent libraries on top of Spring Boot to provide a faster setup of JVM microservices,https://github.com/otto-de/edison-microservice,131,4833,Java,Tue Jun 30 09:23:21 CST 2026,68,29
wangzihaogithub/spring-boot-protocol,springboot功能扩充-netty动态协议，可以支持各种网络协议的动态切换（单端口支持多个网络协议）.支持mmap，sendfile零拷贝，http请求批量聚合,https://github.com/wangzihaogithub/spring-boot-protocol,129,2318,Java,Wed Mar 25 07:41:34 CST 2026,65,6
hiwepy/disruptor-spring-boot-starter,starter for disruptor ,https://github.com/hiwepy/disruptor-spring-boot-starter,127,324,Java,Fri Jun 05 03:36:14 CST 2026,59,2
lianluoyi/easyink_System,easyink的后端服务，基于企业微信官方接口开发的一站式私域流量运营管理平台，集成自建应用，三方+自建代开发两种模式。,https://github.com/lianluoyi/easyink_System,126,13682,Java,Tue Nov 18 01:17:27 CST 2025,53,1
kirya522/medium-posts,Programming projects of kirya522.tech,https://github.com/kirya522/medium-posts,126,19826,Java,Sun Mar 29 12:00:25 CST 2026,104,0
rrezartprebreza/spring-boot-skills,Production-grade Claude Code skills for Spring Boot developers,https://github.com/rrezartprebreza/spring-boot-skills,126,127,Java,Mon Jun 22 07:11:35 CST 2026,26,0
yizzuide/Milkomeda,Spring extend componets which build from experience of bussiness; let developers to develop with Spring Boot as fast as possible.（基于Spring生态打造的一系列来自业务上的快速开发模块集合。）,https://github.com/yizzuide/Milkomeda,126,3170,Java,Thu Apr 02 13:56:21 CST 2026,35,3
ollama4j/ollama4j-web-ui,Web UI for Ollama built in Java with Vaadin; Spring Boot and Ollama4j,https://github.com/ollama4j/ollama4j-web-ui,125,567,Java,Sat May 23 00:40:15 CST 2026,31,4
ivangfr/springboot-kafka-connect-jdbc-streams,Project goal: Explore Kafka; Kafka Connect; and Kafka Streams. Components: store-api: Inserts/updates MySQL records. Source Connectors: Monitor MySQL changes; push messages to Kafka. Sink Connectors: Listen to Kafka; insert/update Elasticsearch docs. store-streams: Listens to Kafka; processes with Kafka Streams; pushes new messages to Kafka.,https://github.com/ivangfr/springboot-kafka-connect-jdbc-streams,125,366816,Java,Tue Jan 06 08:35:25 CST 2026,70,0
whiskels/NotifierBot,Telegram/Slack notification system that creates small but important reports for employees,https://github.com/whiskels/NotifierBot,120,1120,Java,Mon Jun 29 23:41:13 CST 2026,20,2
piomin/sample-spring-security-microservices,Demo illustrating the usage of Spring Security in microservices built on top of Spring Boot and Spring Cloud ,https://github.com/piomin/sample-spring-security-microservices,119,203,Java,Fri Jun 19 11:34:38 CST 2026,63,2
miyabayt/spring-boot-doma2-sample,,https://github.com/miyabayt/spring-boot-doma2-sample,116,17670,Java,Sun Jun 28 08:36:46 CST 2026,77,16
darbyluv2code/spring-boot-unit-testing,Source code for the course: Spring Boot Unit Testing,https://github.com/darbyluv2code/spring-boot-unit-testing,116,618,Java,Sun Apr 19 11:34:43 CST 2026,174,0
piomin/sample-spring-blockchain,sample project that illustrates how to send transaction and observe processed transaction in ethereum using web3j; blockchain and spring boot ,https://github.com/piomin/sample-spring-blockchain,116,99,Java,Fri Mar 06 18:49:02 CST 2026,84,2
ycf1998/money-pos,💰 麦尼收银系统是一款基于 Spring Boot 3.5 + Vue 3 的多店铺收银系统。✨ 功能：收银台/小票打印/会员管理/商品管理/订单管理/权限管理。🏪 支持多租户，适用于零售、餐饮等场景。,https://github.com/ycf1998/money-pos,115,8039,Java,Sat Jun 20 00:44:39 CST 2026,41,0
hantsy/spring-puzzles,Code samples for tips; problem-resolving methods; patterns in Spring development,https://github.com/hantsy/spring-puzzles,114,1120,Java,Wed May 06 10:30:31 CST 2026,40,1
sivaprasadreddy/spring-boot-application-architecture-patterns,Spring Application Architecture & Design Patterns,https://github.com/sivaprasadreddy/spring-boot-application-architecture-patterns,113,100,Java,Wed Jan 07 22:12:20 CST 2026,23,0
fengchangsheng/skeleton,springboot+mybatis skeleton,https://github.com/fengchangsheng/skeleton,112,1071,Java,Wed Feb 11 14:11:44 CST 2026,57,5
xpinjection/test-driven-spring-boot,Sample project for "Test-driven Spring Boot applications" training.,https://github.com/xpinjection/test-driven-spring-boot,112,433,Java,Wed Feb 25 04:31:45 CST 2026,85,1
tmseidel/ai-git-bot,AI-Git-Bot is a lightweight; self-hostable gateway application that connects your Git platforms with AI providers,https://github.com/tmseidel/ai-git-bot,112,16941,Java,Mon Jun 29 01:05:16 CST 2026,22,13
Angular2Guy/AngularAndSpring,This is an example application to show howto use Spring Boot 4; Angular 22; Kafka with Streams and Mongodb with the reactive features of Spring in a clean architecture and a Helm chart for the Kubernetes setup. Structurizr is used for C4 diagrams. Standalone Components are used with Angular.,https://github.com/Angular2Guy/AngularAndSpring,112,7363,Java,Thu Jun 25 08:15:46 CST 2026,47,0
zalando/spring-cloud-config-aws-kms,Spring Cloud AWS add-on that provides encryption via AWS KMS,https://github.com/zalando/spring-cloud-config-aws-kms,111,472,Java,Tue Jun 16 22:03:17 CST 2026,36,6
agitrubard/java-spring-best-practices,A repository dedicated to showcasing best practices in Java and Spring through concise code snippets.,https://github.com/agitrubard/java-spring-best-practices,111,62,Java,Sat Jan 10 04:43:08 CST 2026,12,0
spring-petclinic/spring-petclinic-data-jdbc,Spring Data JDBC version of the Spring Boot Petclinic,https://github.com/spring-petclinic/spring-petclinic-data-jdbc,111,6610,Java,Wed Jan 07 12:22:15 CST 2026,123,0
hmcts/spring-boot-template,Template for Spring Boot applications,https://github.com/hmcts/spring-boot-template,111,2294,Java,Fri Jun 26 17:29:19 CST 2026,67,13
opentiny/tiny-engine-backend-java,TinyEngine Backend Java is a Spring Boot-based RESTful API service that powers a low-code/visual development platform; enabling users to create applications through drag-and-drop interfaces; component libraries; and visual page builders.,https://github.com/opentiny/tiny-engine-backend-java,110,83469,Java,Tue Jun 30 08:52:06 CST 2026,87,18
aidanwhiteley/books,A demo project for Spring Boot / Data / security; social / oauth2 logons; JWT; Mongo; SpringBootAdmin; Docker; docker-compose; Github Actions and stateless apps. Now with an HTMX front end.,https://github.com/aidanwhiteley/books,110,16473,Java,Tue Jun 23 05:33:27 CST 2026,30,2
SeJonJ/ChatForYou,SpringBoot WebSocket & WebRTC Chatting,https://github.com/SeJonJ/ChatForYou,110,209566,Java,Sat Jun 27 05:14:28 CST 2026,35,18
dangi-ai/online-shopping,This is an online shopping project using Spring Boot;Spring web-flow; Spring Rest Services and Hibernate. In this project we also used Spring Security with java and annotation configuration,https://github.com/dangi-ai/online-shopping,109,10237,Java,Fri Sep 12 11:50:31 CST 2025,45,1
Nasruddin/spring-boot-3-jwt-auth,:key: Sample Spring boot application secured using JWT auth in custom header(X-Auth-Token).,https://github.com/Nasruddin/spring-boot-3-jwt-auth,108,1279,Java,Tue Dec 16 22:18:22 CST 2025,35,1
TheEterna/api2mcp4j,Spring Boot Starter: Auto-convert existing REST APIs (@RestController) to MCP Server with zero/low-code. Expose controllers as MCP Tools instantly.,https://github.com/TheEterna/api2mcp4j,105,440,Java,Wed Mar 11 21:44:45 CST 2026,15,0
lunasaw/zlm-spring-boot-starter,ZLMediaKit restful api and hook starter,https://github.com/lunasaw/zlm-spring-boot-starter,104,14893,Java,Wed Jun 10 20:00:34 CST 2026,30,2
nkonev/r2dbc-migrate,R2DBC database migration library,https://github.com/nkonev/r2dbc-migrate,104,775,Java,Sun Jun 14 12:43:23 CST 2026,9,10
piomin/sample-istio-services,Providing inter-service communication on kubernetes via Minikube using Istio framework and Spring Boot,https://github.com/piomin/sample-istio-services,103,161,Java,Tue Jun 16 17:48:40 CST 2026,80,1
mhewedy/spring-data-jpa-mongodb-expressions,Use the MongoDB query language to query your relational database; typically from frontend.,https://github.com/mhewedy/spring-data-jpa-mongodb-expressions,103,1689,Java,Wed Jan 21 13:07:10 CST 2026,20,0
zenmin/FXSHOP,基于SpringBoot+SpringCloud微服务的商城项目（个人项目 不用于生产）,https://github.com/zenmin/FXSHOP,102,21775,Java,Fri Jul 11 19:47:44 CST 2025,23,5
domaframework/doma-spring-boot,Spring Boot Support for Doma,https://github.com/domaframework/doma-spring-boot,102,1262,Java,Fri Jun 26 17:47:47 CST 2026,25,8
ivangfr/spring-cloud-stream-kafka-elasticsearch,The goal of this project is to implement a "News" processing pipeline composed of five Spring Boot applications: producer-api; categorizer-service; collector-service; publisher-api and news-client.,https://github.com/ivangfr/spring-cloud-stream-kafka-elasticsearch,100,20541,Java,Thu Dec 18 07:40:03 CST 2025,51,0
dustlight-cn/auth,OAuth2.0 授权服务，用户中心，开放平台，微服务鉴权。,https://github.com/dustlight-cn/auth,100,2975,Java,Thu May 07 16:57:21 CST 2026,33,5
tedyoung/kid-bank,Now known as Kid Money Manager. It's not a real bank; but keeps track of your kid's earnings; savings; and spending. Watch me Live Code its development on Twitch.,https://github.com/tedyoung/kid-bank,99,375,Java,Thu May 21 18:12:40 CST 2026,36,18
ihoneymon/boot-spring-boot,'Boot Spring Boot: 스프링 부트 시작하기' 예제,https://github.com/ihoneymon/boot-spring-boot,99,383,Java,Sun May 03 07:54:21 CST 2026,34,0
honoka-studio/test-projects,所有测试代码的存档,https://github.com/honoka-studio/test-projects,99,1664,Java,Sun Jan 25 03:42:23 CST 2026,0,0
PramithaMJ/fully-completed-microservices-Java-Springboot,This project is a comprehensive microservices architecture developed using Java; Spring Boot; and Spring Cloud. Additionally; it incorporates Apache Kafka for messaging purposes.,https://github.com/PramithaMJ/fully-completed-microservices-Java-Springboot,99,279,Java,Sun Aug 10 11:19:48 CST 2025,48,2
joaopauloaramuni/laboratorio-de-desenvolvimento-de-software,Repo Laboratório de Desenvolvimento de Software,https://github.com/joaopauloaramuni/laboratorio-de-desenvolvimento-de-software,99,191439,Java,Mon Jun 15 07:13:13 CST 2026,18,0
spapas/pdf-sign-check,A java / spring boot application to help you sign and check signed pdf documents,https://github.com/spapas/pdf-sign-check,97,579,Java,Fri Dec 05 03:36:00 CST 2025,24,2
122006/Zircon,一款适用于java的语法插件，提供完备功能的『拓展方法、内插模板字符串、可选链、Elvis表达式』语法,https://github.com/122006/Zircon,98,25653,Java,Thu Mar 05 19:18:00 CST 2026,4,1
jonashackt/spring-boot-rest-clientcertificate,Example project showing how to provide a Spring Boot App that serves a secured REST endpoint; that is called with Spring´s RestTemplate configured to use client authentification with a client certificate,https://github.com/jonashackt/spring-boot-rest-clientcertificate,96,54,Java,Thu Jun 18 13:00:54 CST 2026,61,6
apache/juneau,Apache Juneau,https://github.com/apache/juneau,95,669501,Java,Mon Jun 29 06:01:46 CST 2026,40,6
hantsy/spring-graphql-sample,Spring GraphQL examples using Netflix DGS; GraphQL Java and  Spring GraphQL,https://github.com/hantsy/spring-graphql-sample,95,11148,Java,Sun Dec 14 21:50:08 CST 2025,21,66
mpalourdio/SpringBootAngularHTML5,:hotsprings: Spring Boot 4 + Angular + HTML5 router mode + HTTP interceptor + Lazy loaded modules,https://github.com/mpalourdio/SpringBootAngularHTML5,95,6323,Java,Mon Jun 29 23:56:09 CST 2026,41,0
